255,68,12,1
193,123,14,1
267,83,0,1
255,41,37,1
285,75,76,1
0,17,70,1
226,135,26,1
276,69,38,1
47,110,9,1
188,153,31,1
125,17,1,1
295,114,80,1
284,161,40,1
39,104,64,1
79,69,66,1
240,153,81,1
253,161,14,1
295,135,15,1
272,27,31,1
256,153,22,1
72,60,0,1
206,127,27,1
156,135,1,1
114,17,120,1
225,135,33,1
140,29,0,1
256,153,0,1
33,110,14,1
295,114,15,1
266,75,0,1
205,17,19,1
61,101,15,1
99,17,91,1
52,101,31,1
139,134,1,1
172,113,15,1
166,46,29,1
282,170,129,1
255,122,39,1
0,135,64,1
100,17,37,1
110,13,33,1
240,153,64,1
286,17,7,1
241,34,64,1
8,34,66,1
255,43,133,1
193,58,25,1
19,82,26,1
11,73,42,1
255,41,34,1
150,161,32,1
210,51,0,1
255,61,64,1
103,161,53,1
225,135,84,1
47,110,69,1
238,17,37,1
196,26,64,1
61,163,71,1
0,17,9,1
99,17,27,1
297,137,18,1
189,69,22,1
270,73,42,1
156,135,89,1
189,69,46,1
101,17,37,1
285,75,4,1
295,115,19,1
253,173,1,1
255,161,27,1
104,114,38,1
0,17,4,1
59,61,64,1
208,66,19,1
118,161,37,1
104,135,14,1
255,41,22,1
284,118,15,1
120,87,1,1
256,153,64,1
234,13,40,1
274,69,36,1
278,75,22,1
121,101,16,1
71,135,15,1
232,137,15,1
189,76,24,1
193,110,3,1
103,161,43,1
295,135,4,1
33,110,80,1
240,153,69,1
28,153,67,1
208,75,0,1
276,69,34,1
143,153,64,1
47,44,69,1
162,134,72,1
274,69,53,1
113,17,19,1
188,153,43,1
255,161,42,1
107,107,0,1
255,43,1,1
228,115,15,1
233,81,23,1
172,117,64,1
272,161,16,1
156,111,1,1
138,115,14,1
179,82,47,1
256,81,64,1
256,161,24,1
193,123,65,1
103,161,47,1
88,95,16,1
274,69,69,1
0,135,69,1
270,73,24,1
6,17,122,1
58,139,0,1
260,113,18,1
285,75,59,1
295,114,0,1
77,55,1,1
0,111,15,1
71,28,106,1
156,111,65,1
6,17,27,1
291,106,7,1
291,106,12,1
104,100,39,1
260,111,23,1
114,17,29,1
272,161,47,1
295,46,15,1
189,69,77,1
255,61,0,1
267,141,1,1
263,52,1,1
166,85,18,1
256,153,118,1
0,135,16,1
215,14,26,1
260,93,45,1
256,81,29,1
50,17,64,1
284,161,24,1
133,99,64,1
172,135,91,1
205,83,22,1
253,118,34,1
79,69,0,1
193,110,24,1
163,130,15,1
21,15,42,1
255,122,45,1
255,161,58,1
233,134,67,1
225,135,87,1
177,112,0,1
226,135,73,1
239,175,31,1
288,17,65,1
203,60,0,1
172,111,37,1
239,46,1,1
164,82,47,1
255,161,16,1
118,161,24,1
156,111,23,1
272,27,80,1
291,146,48,1
110,13,65,1
99,17,64,1
257,140,67,1
71,84,41,1
193,44,64,1
163,130,22,1
239,95,15,1
225,135,14,1
55,23,31,1
99,17,89,1
189,69,73,1
110,13,53,1
234,13,26,1
253,161,31,1
0,111,90,1
291,106,6,1
263,137,16,1
255,61,27,1
298,161,14,1
47,44,142,1
253,69,4,1
71,135,22,1
205,17,122,1
154,45,22,1
267,83,22,1
257,117,37,1
5,135,71,1
0,111,1,1
0,111,91,1
276,76,24,1
281,88,39,1
233,19,0,1
114,161,23,1
233,81,64,1
172,117,37,1
295,135,22,1
217,134,67,1
100,17,19,1
15,19,0,1
47,44,23,1
33,123,18,1
15,116,18,1
47,44,4,1
193,44,121,1
47,44,50,1
267,166,24,1
138,115,1,1
104,135,89,1
0,118,34,1
288,17,17,1
253,161,19,1
121,46,15,1
12,17,19,1
255,161,34,1
255,41,14,1
99,17,1,1
269,103,24,1
139,134,0,1
260,111,71,1
255,161,52,1
239,95,1,1
193,44,106,1
225,135,71,1
270,73,67,1
164,82,31,1
193,110,0,1
255,161,43,1
255,161,44,1
11,73,67,1
114,161,49,1
252,53,0,1
79,69,42,1
11,108,6,1
281,88,101,1
291,136,18,1
285,75,14,1
158,60,0,1
33,110,67,1
120,3,23,1
260,93,24,1
233,38,0,1
212,73,1,1
125,17,15,1
193,110,35,1
99,17,120,1
274,69,46,1
204,46,1,1
206,98,31,1
89,19,22,1
114,17,70,1
255,68,33,1
272,161,27,1
123,46,37,1
260,113,24,1
238,17,4,1
253,118,1,1
255,68,77,1
253,161,50,1
253,69,28,1
12,17,4,1
272,161,26,1
234,13,142,1
14,111,88,1
255,43,34,1
258,95,16,1
255,134,1,1
256,153,1,1
284,118,0,1
298,161,35,1
298,161,29,1
110,13,64,1
208,83,0,1
245,61,42,1
0,127,27,1
276,69,64,1
274,69,66,1
99,17,123,1
114,17,37,1
150,161,42,1
11,32,71,1
261,17,122,1
255,161,48,1
226,135,71,1
112,61,64,1
79,76,37,1
101,17,121,1
179,145,110,1
255,161,51,1
206,98,23,1
104,46,27,1
11,73,24,1
253,118,0,1
193,123,4,1
47,110,26,1
204,95,29,1
293,83,22,1
125,17,17,1
292,61,36,1
272,161,15,1
104,100,18,1
221,45,22,1
274,69,67,1
291,88,99,1
71,81,29,1
298,161,1,1
193,110,27,1
156,135,72,1
255,118,47,1
274,69,22,1
19,82,47,1
0,111,37,1
288,17,124,1
11,73,26,1
292,61,14,1
136,99,0,1
29,135,18,1
206,127,85,1
211,134,72,1
133,99,29,1
78,137,16,1
165,75,24,1
5,135,33,1
82,61,23,1
71,102,24,1
5,118,43,1
240,153,77,1
255,118,0,1
22,113,24,1
11,73,71,1
114,17,9,1
33,123,80,1
71,36,0,1
118,118,26,1
146,21,7,1
255,122,42,1
289,34,66,1
226,135,15,1
193,44,87,1
71,103,14,1
0,135,73,1
284,118,1,1
226,135,17,1
193,110,48,1
272,161,1,1
47,123,88,1
253,69,69,1
193,110,141,1
286,17,27,1
96,29,1,1
11,167,6,1
71,26,35,1
295,114,26,1
255,161,25,1
23,74,0,1
11,32,106,1
255,161,22,1
195,111,1,1
274,69,80,1
255,17,27,1
32,60,0,1
189,69,14,1
193,44,68,1
297,137,7,1
253,161,38,1
19,82,81,1
253,61,18,1
193,110,71,1
226,32,52,1
61,163,64,1
0,17,19,1
111,134,0,1
49,53,15,1
119,163,15,1
291,88,100,1
253,161,0,1
272,161,50,1
253,61,0,1
228,115,0,1
284,161,15,1
284,153,22,1
5,118,64,1
138,115,31,1
6,17,17,1
47,110,71,1
0,135,67,1
246,23,15,1
238,17,122,1
52,101,15,1
255,68,15,1
295,115,4,1
253,161,23,1
104,135,27,1
226,135,24,1
286,17,15,1
276,69,41,1
280,170,129,1
193,44,88,1
4,135,57,1
189,69,76,1
256,161,0,1
12,17,70,1
189,69,0,1
110,13,29,1
253,69,22,1
239,46,26,1
165,75,14,1
47,44,26,1
157,17,17,1
124,113,15,1
267,141,15,1
280,170,130,1
156,135,22,1
255,161,32,1
260,93,1,1
239,46,15,1
272,27,33,1
295,46,14,1
259,71,39,1
260,93,66,1
120,63,34,1
45,151,24,1
256,161,27,1
253,161,40,1
193,110,138,1
33,110,15,1
213,111,1,1
253,69,27,1
300,113,1,1
242,71,1,1
114,17,67,1
257,127,0,1
142,49,33,1
31,57,0,1
54,45,15,1
6,17,29,1
193,110,121,1
117,17,27,1
193,58,12,1
263,52,15,1
179,46,26,1
104,46,17,1
295,135,14,1
47,58,78,1
284,161,37,1
112,61,63,1
11,73,1,1
140,29,16,1
47,44,68,1
103,161,57,1
33,110,84,1
205,17,88,1
49,122,42,1
238,17,89,1
258,83,0,1
255,151,24,1
120,26,1,1
165,75,22,1
75,34,64,1
33,44,138,1
0,17,89,1
295,46,24,1
52,101,1,1
79,69,67,1
47,110,36,1
253,69,42,1
0,135,57,1
114,17,7,1
71,26,71,1
193,123,0,1
253,161,22,1
186,17,15,1
116,153,69,1
295,135,64,1
261,17,1,1
273,17,29,1
126,161,26,1
204,46,64,1
70,117,67,1
52,137,16,1
253,61,64,1
266,61,29,1
156,135,71,1
225,135,91,1
47,110,47,1
133,99,71,1
193,44,14,1
135,137,14,1
121,101,1,1
193,44,1,1
291,88,1,1
179,144,71,1
31,57,22,1
238,17,7,1
87,3,23,1
207,52,19,1
260,114,64,1
0,17,31,1
118,17,38,1
120,26,64,1
272,161,44,1
193,123,1,1
165,75,76,1
272,27,44,1
52,101,16,1
47,44,24,1
41,161,41,1
212,73,92,1
286,17,1,1
298,161,43,1
4,135,43,1
4,135,16,1
253,53,0,1
260,24,37,1
274,69,1,1
260,113,1,1
71,26,15,1
255,161,14,1
179,4,23,1
59,61,15,1
71,81,111,1
17,153,50,1
71,171,1,1
239,153,15,1
255,68,1,1
234,13,77,1
100,17,120,1
217,134,72,1
147,95,16,1
71,29,0,1
228,115,14,1
223,109,22,1
255,122,2,1
43,19,0,1
255,118,1,1
137,73,15,1
101,17,1,1
125,17,64,1
197,17,64,1
104,135,92,1
295,114,86,1
290,61,29,1
114,161,28,1
255,61,33,1
172,135,15,1
161,134,35,1
214,61,74,1
59,61,78,1
71,59,15,1
154,115,1,1
165,2,0,1
205,83,0,1
128,104,20,1
5,135,73,1
136,10,1,1
255,118,84,1
137,73,41,1
0,17,120,1
295,100,18,1
47,44,33,1
47,44,141,1
257,140,0,1
189,69,36,1
0,135,88,1
255,161,56,1
253,69,35,1
188,153,34,1
255,61,52,1
138,115,16,1
255,133,24,1
47,110,3,1
260,114,31,1
246,23,0,1
110,13,19,1
121,82,31,1
274,69,64,1
47,123,143,1
260,113,0,1
225,135,19,1
71,36,114,1
31,57,28,1
295,135,67,1
79,69,39,1
272,27,15,1
40,117,64,1
284,161,14,1
154,120,1,1
47,123,26,1
255,161,29,1
47,110,121,1
188,94,0,1
253,69,15,1
157,17,70,1
256,161,26,1
80,79,0,1
274,69,28,1
291,88,103,1
226,32,106,1
52,137,15,1
122,60,0,1
27,35,7,1
196,26,1,1
284,161,28,1
234,13,29,1
206,127,0,1
217,173,1,1
256,153,23,1
253,118,43,1
255,61,35,1
64,67,24,1
219,153,115,1
104,46,24,1
100,17,67,1
22,113,1,1
185,111,26,1
259,71,24,1
47,110,43,1
205,14,87,1
212,73,26,1
117,17,123,1
193,123,26,1
104,114,64,1
253,69,48,1
202,118,24,1
47,110,29,1
238,17,29,1
261,17,120,1
51,18,64,1
136,99,14,1
30,61,24,1
285,24,15,1
253,69,67,1
165,75,0,1
104,135,72,1
6,17,123,1
256,11,15,1
189,69,39,1
255,61,37,1
253,61,24,1
297,137,15,1
79,69,25,1
255,118,64,1
11,73,91,1
121,101,31,1
208,75,23,1
33,58,19,1
166,85,14,1
156,135,85,1
47,58,9,1
255,61,69,1
182,23,31,1
193,44,31,1
172,113,37,1
261,17,37,1
100,17,121,1
0,127,0,1
22,113,71,1
276,76,14,1
71,81,64,1
114,161,60,1
71,134,35,1
147,95,15,1
298,161,27,1
267,160,0,1
255,62,27,1
4,135,33,1
165,75,73,1
134,17,67,1
110,13,37,1
136,99,77,1
239,168,1,1
281,88,33,1
271,60,0,1
114,161,50,1
260,114,1,1
255,161,31,1
280,170,0,1
89,19,24,1
156,135,4,1
9,39,0,1
205,17,1,1
93,95,1,1
284,153,31,1
200,17,15,1
238,17,67,1
240,153,43,1
234,13,93,1
31,57,14,1
137,73,1,1
208,4,111,1
164,82,1,1
156,111,46,1
126,161,25,1
204,46,29,1
253,61,75,1
136,10,15,1
284,161,42,1
214,61,23,1
154,125,25,1
277,161,0,1
1,75,40,1
291,88,33,1
260,93,26,1
272,161,23,1
154,115,0,1
282,160,0,1
120,63,31,1
117,17,91,1
253,69,52,1
144,17,64,1
183,82,34,1
193,44,141,1
193,58,125,1
234,13,22,1
71,135,1,1
11,73,33,1
53,85,31,1
0,111,4,1
33,110,36,1
119,163,1,1
261,17,7,1
139,134,35,1
253,161,24,1
281,88,10,1
284,124,15,1
193,110,18,1
157,17,88,1
255,61,57,1
104,135,1,1
0,111,71,1
214,75,1,1
42,71,24,1
0,17,121,1
172,153,14,1
234,13,113,1
33,110,71,1
84,94,0,1
47,123,80,1
94,37,39,1
47,44,106,1
55,46,29,1
247,161,21,1
253,161,41,1
276,69,59,1
205,14,0,1
298,161,28,1
0,111,33,1
295,114,38,1
101,17,64,1
101,17,29,1
136,99,72,1
57,134,72,1
150,161,16,1
114,161,39,1
55,6,1,1
189,69,64,1
47,123,43,1
295,115,18,1
104,114,0,1
127,17,120,1
284,19,0,1
272,161,53,1
133,99,15,1
221,45,0,1
272,27,57,1
276,69,15,1
226,32,34,1
115,75,76,1
288,17,27,1
272,161,42,1
281,70,27,1
235,102,72,1
118,161,28,1
200,17,122,1
12,17,122,1
133,99,47,1
47,123,131,1
239,59,1,1
246,23,31,1
104,46,15,1
284,17,31,1
97,139,0,1
59,61,63,1
193,44,27,1
172,152,64,1
121,46,1,1
255,118,4,1
110,13,142,1
71,81,0,1
138,6,1,1
281,88,15,1
118,161,29,1
291,88,93,1
285,75,34,1
137,73,89,1
255,161,15,1
288,17,31,1
156,135,19,1
253,61,48,1
253,61,1,1
285,75,22,1
67,115,0,1
0,118,0,1
234,13,35,1
225,135,0,1
274,69,15,1
256,161,23,1
288,17,89,1
0,135,14,1
260,113,40,1
114,17,17,1
228,115,1,1
133,99,14,1
255,68,58,1
255,61,39,1
71,26,64,1
189,69,42,1
217,134,35,1
267,142,12,1
47,58,12,1
121,71,12,1
33,123,34,1
276,69,36,1
288,17,1,1
255,133,15,1
47,110,40,1
255,161,36,1
193,58,37,1
258,95,18,1
206,98,1,1
0,118,1,1
264,134,72,1
166,46,31,1
166,85,1,1
96,29,0,1
226,135,31,1
255,134,72,1
298,161,20,1
117,17,65,1
0,118,26,1
188,94,24,1
260,24,0,1
295,135,0,1
117,17,29,1
226,32,71,1
30,61,0,1
255,17,89,1
286,17,89,1
47,110,74,1
193,123,16,1
0,17,15,1
274,69,34,1
47,44,113,1
222,101,15,1
253,161,37,1
276,69,53,1
253,118,95,1
298,161,33,1
137,73,64,1
26,118,26,1
103,161,29,1
133,99,0,1
239,116,1,1
281,88,12,1
110,13,12,1
267,160,45,1
0,17,65,1
260,126,23,1
47,110,37,1
71,135,4,1
180,134,0,1
44,55,41,1
167,153,18,1
226,135,91,1
114,161,15,1
88,95,29,1
255,161,24,1
189,69,69,1
120,28,1,1
242,95,29,1
253,61,35,1
298,161,22,1
154,45,69,1
110,32,106,1
134,17,1,1
193,44,73,1
200,17,64,1
44,55,1,1
217,151,1,1
33,110,69,1
104,135,24,1
258,95,1,1
253,61,29,1
104,135,19,1
50,17,121,1
12,17,31,1
282,170,0,1
15,19,24,1
61,163,15,1
71,135,71,1
126,161,38,1
83,67,29,1
154,45,64,1
17,153,0,1
65,6,1,1
281,88,98,1
12,17,7,1
123,46,0,1
101,17,67,1
104,135,87,1
33,44,18,1
253,61,53,1
260,111,0,1
291,106,8,1
104,135,67,1
292,61,64,1
99,17,19,1
0,135,17,1
71,103,24,1
272,27,14,1
255,134,0,1
193,44,24,1
190,75,22,1
226,32,48,1
101,17,4,1
295,100,39,1
69,135,64,1
7,82,19,1
5,135,85,1
193,110,105,1
141,115,64,1
4,135,1,1
154,115,19,1
156,111,88,1
47,123,19,1
0,17,1,1
47,58,47,1
55,83,19,1
255,161,47,1
295,115,65,1
231,60,0,1
133,99,59,1
104,135,15,1
104,46,14,1
154,125,1,1
22,113,15,1
229,144,71,1
114,161,14,1
276,69,14,1
212,73,73,1
138,163,1,1
238,17,31,1
47,58,19,1
206,98,33,1
140,113,1,1
282,170,26,1
253,161,21,1
250,0,1,1
18,68,24,1
193,123,37,1
33,58,24,1
253,61,31,1
295,46,90,1
253,69,31,1
38,16,0,1
103,161,21,1
261,17,15,1
15,77,27,1
191,132,64,1
297,137,14,1
246,46,15,1
276,76,37,1
79,76,1,1
69,135,26,1
0,111,34,1
17,153,69,1
71,28,34,1
156,111,33,1
261,17,89,1
33,44,12,1
234,13,110,1
126,161,28,1
79,69,46,1
25,153,23,1
269,89,65,1
225,135,65,1
6,22,34,1
284,17,27,1
100,17,7,1
284,17,70,1
154,115,16,1
256,11,64,1
33,58,71,1
226,135,43,1
47,58,25,1
138,163,71,1
118,118,15,1
0,111,23,1
193,58,15,1
157,17,15,1
153,19,24,1
189,76,15,1
0,127,18,1
163,134,67,1
295,135,31,1
295,114,27,1
123,46,27,1
255,61,53,1
240,153,73,1
117,17,122,1
272,161,33,1
189,76,22,1
104,46,37,1
179,82,71,1
193,123,67,1
255,41,4,1
186,17,31,1
7,82,15,1
285,24,37,1
96,82,19,1
255,68,24,1
253,161,43,1
291,106,3,1
219,153,0,1
236,115,1,1
268,102,72,1
256,161,28,1
284,17,7,1
160,115,64,1
120,3,15,1
33,44,9,1
1,75,37,1
253,69,58,1
281,88,97,1
5,135,31,1
285,75,37,1
99,17,31,1
61,163,1,1
120,17,1,1
47,44,65,1
147,95,1,1
149,72,105,1
118,17,67,1
255,118,95,1
272,161,31,1
47,123,147,1
104,115,19,1
26,9,34,1
295,135,26,1
226,135,16,1
240,153,119,1
86,121,15,1
253,161,29,1
253,61,52,1
90,23,31,1
257,117,0,1
255,41,31,1
253,161,34,1
61,137,16,1
263,52,16,1
240,153,47,1
263,137,1,1
71,135,57,1
51,18,34,1
240,153,14,1
255,41,15,1
255,161,40,1
205,83,19,1
67,115,16,1
234,13,151,1
118,161,35,1
256,11,1,1
11,32,48,1
162,17,65,1
225,135,69,1
5,135,89,1
178,169,24,1
4,135,73,1
47,58,1,1
179,4,37,1
0,17,17,1
225,135,24,1
255,161,28,1
71,26,0,1
256,161,31,1
284,153,1,1
33,44,42,1
70,127,15,1
100,17,27,1
255,61,1,1
272,161,52,1
286,17,37,1
255,161,19,1
295,114,19,1
226,135,57,1
47,44,39,1
173,24,0,1
110,13,22,1
253,161,58,1
253,69,1,1
274,69,27,1
140,113,15,1
217,151,24,1
274,69,23,1
47,58,18,1
47,44,143,1
101,17,88,1
295,115,1,1
11,32,0,1
234,13,1,1
259,71,37,1
172,153,108,1
272,161,48,1
172,153,117,1
295,135,19,1
12,17,123,1
33,123,19,1
240,153,1,1
243,17,67,1
204,95,64,1
47,110,53,1
47,110,34,1
61,101,0,1
205,17,120,1
256,81,23,1
103,161,26,1
291,88,26,1
61,137,15,1
117,17,1,1
42,52,24,1
101,17,19,1
33,110,53,1
288,17,7,1
121,82,15,1
291,106,5,1
227,137,1,1
10,31,23,1
271,60,1,1
47,110,19,1
253,69,25,1
240,153,38,1
197,17,29,1
234,13,36,1
120,3,1,1
171,115,31,1
255,17,67,1
253,161,56,1
270,73,14,1
47,44,1,1
103,161,22,1
260,114,37,1
11,167,126,1
21,15,0,1
118,17,64,1
0,111,65,1
4,135,69,1
255,41,73,1
156,135,67,1
0,118,4,1
267,142,47,1
270,73,0,1
33,110,3,1
188,153,0,1
292,61,24,1
291,88,102,1
64,67,136,1
255,17,17,1
193,110,26,1
104,135,17,1
101,17,27,1
256,153,15,1
193,44,142,1
239,59,15,1
284,161,59,1
47,110,85,1
17,153,43,1
117,17,38,1
253,61,39,1
276,69,39,1
132,25,64,1
255,42,0,1
39,45,68,1
172,24,37,1
225,135,26,1
237,96,109,1
292,61,28,1
117,17,67,1
179,66,23,1
101,17,120,1
15,19,66,1
193,58,48,1
295,135,27,1
114,161,33,1
24,159,34,1
153,19,66,1
47,44,71,1
154,134,0,1
276,69,111,1
260,9,34,1
286,17,38,1
288,17,4,1
0,118,43,1
295,135,89,1
154,115,64,1
193,123,24,1
188,153,24,1
208,46,0,1
71,26,1,1
260,111,1,1
25,153,0,1
103,161,19,1
98,134,0,1
255,17,122,1
272,161,4,1
204,46,31,1
79,69,53,1
242,95,1,1
71,134,67,1
226,135,27,1
261,17,19,1
172,111,26,1
266,61,0,1
104,46,31,1
233,81,14,1
26,118,0,1
239,115,1,1
295,135,18,1
104,115,16,1
193,110,15,1
255,29,0,1
96,82,31,1
103,161,31,1
165,2,3,1
29,135,22,1
47,123,65,1
272,161,32,1
239,115,31,1
208,66,1,1
240,153,19,1
278,75,14,1
129,104,15,1
24,159,22,1
272,161,24,1
47,58,34,1
253,161,55,1
47,44,34,1
193,58,24,1
295,114,4,1
25,153,64,1
193,110,43,1
253,61,69,1
246,55,1,1
188,153,1,1
251,17,37,1
255,131,19,1
121,71,1,1
245,61,0,1
295,100,96,1
261,17,64,1
260,34,66,1
100,17,64,1
255,61,31,1
12,17,37,1
16,134,72,1
239,163,15,1
4,135,71,1
298,161,40,1
0,118,27,1
70,140,67,1
239,124,1,1
172,163,64,1
265,83,22,1
255,17,100,1
255,118,15,1
0,135,4,1
114,17,15,1
292,61,23,1
193,110,57,1
284,161,22,1
110,13,93,1
253,69,14,1
253,161,33,1
255,134,35,1
234,13,111,1
47,44,115,1
206,127,18,1
239,169,1,1
103,55,1,1
99,17,121,1
188,153,42,1
91,129,24,1
138,163,15,1
260,114,86,1
165,75,37,1
11,73,21,1
104,135,26,1
120,17,65,1
5,135,1,1
6,22,27,1
295,46,64,1
5,135,90,1
239,118,1,1
33,58,25,1
255,43,134,1
96,82,1,1
276,69,73,1
188,153,27,1
11,32,19,1
254,23,31,1
256,153,25,1
14,111,31,1
4,135,31,1
52,137,3,1
239,153,1,1
33,110,48,1
0,135,94,1
76,139,34,1
12,17,121,1
276,69,26,1
260,113,15,1
226,135,1,1
236,115,15,1
201,78,72,1
269,103,14,1
225,135,18,1
2,164,1,1
276,69,77,1
109,118,0,1
274,69,35,1
106,34,64,1
172,117,65,1
297,137,1,1
255,161,35,1
179,48,26,1
79,69,55,1
123,46,24,1
39,104,66,1
121,71,15,1
233,124,34,1
67,115,64,1
168,23,31,1
47,44,29,1
0,135,31,1
39,45,69,1
47,123,16,1
236,115,31,1
276,69,25,1
61,101,1,1
0,17,122,1
193,123,144,1
71,135,24,1
253,161,15,1
255,61,74,1
281,88,104,1
295,135,88,1
71,135,33,1
8,34,64,1
11,73,0,1
181,144,0,1
17,153,16,1
110,13,35,1
240,153,36,1
208,4,0,1
154,120,31,1
118,118,24,1
71,26,106,1
238,17,17,1
110,13,152,1
255,17,1,1
253,118,15,1
179,46,37,1
47,44,139,1
95,61,22,1
288,17,121,1
175,75,34,1
150,161,22,1
288,17,67,1
33,58,47,1
112,61,18,1
118,161,22,1
47,123,0,1
117,17,31,1
255,133,83,1
19,82,71,1
71,28,1,1
274,76,22,1
43,19,22,1
166,85,19,1
257,127,18,1
179,46,47,1
208,66,15,1
270,73,65,1
240,153,67,1
143,153,22,1
52,101,70,1
260,24,1,1
121,55,1,1
281,88,7,1
26,118,43,1
102,18,64,1
205,17,4,1
3,60,0,1
291,106,4,1
225,135,34,1
47,44,47,1
234,13,33,1
110,32,48,1
193,110,47,1
40,118,64,1
255,133,39,1
166,46,1,1
150,161,37,1
189,69,41,1
266,75,34,1
287,61,73,1
284,118,24,1
161,134,67,1
110,13,24,1
166,46,24,1
40,95,64,1
136,26,27,1
33,44,23,1
52,101,0,1
123,46,31,1
171,115,15,1
188,153,15,1
47,44,122,1
288,17,123,1
164,82,15,1
193,110,36,1
120,28,34,1
216,19,24,1
87,3,15,1
267,142,35,1
125,17,120,1
255,131,105,1
4,135,18,1
138,115,15,1
281,70,11,1
206,127,15,1
256,153,27,1
47,58,48,1
150,161,45,1
193,110,4,1
295,46,1,1
110,13,110,1
47,44,15,1
243,17,7,1
59,61,27,1
255,61,77,1
136,26,72,1
193,110,31,1
233,134,72,1
292,61,76,1
255,161,2,1
193,58,26,1
226,135,69,1
270,73,33,1
67,115,31,1
4,135,64,1
205,17,5,1
173,24,1,1
137,73,14,1
286,17,70,1
295,114,31,1
263,137,15,1
253,61,19,1
255,161,55,1
193,58,85,1
59,61,1,1
297,137,16,1
256,153,89,1
238,17,64,1
26,118,64,1
255,17,88,1
226,32,0,1
147,101,15,1
113,17,29,1
164,82,26,1
96,82,18,1
253,69,41,1
193,123,34,1
137,73,26,1
133,99,67,1
239,151,1,1
127,17,4,1
71,81,22,1
225,135,64,1
99,17,88,1
0,135,9,1
238,17,70,1
21,15,113,1
166,83,19,1
100,17,91,1
47,123,39,1
39,45,22,1
126,161,22,1
47,123,146,1
253,69,64,1
255,61,47,1
263,137,18,1
233,124,0,1
272,161,30,1
193,123,92,1
291,88,5,1
225,135,85,1
261,17,67,1
291,88,27,1
262,119,0,1
79,69,73,1
284,118,27,1
125,17,122,1
40,135,72,1
140,113,0,1
104,135,85,1
212,73,15,1
255,41,3,1
281,88,13,1
256,81,111,1
172,163,15,1
4,135,72,1
255,134,67,1
0,135,84,1
156,135,26,1
226,135,34,1
292,61,15,1
4,135,0,1
176,75,14,1
204,95,15,1
150,161,15,1
